Clave,,,Descripción,,,,,Precio U.,Exis,Total 
7.50223E+12,,,DIFENHIDRAMINA(GELPHARMA)CAPSULAS 25MG,,,,,$35.51,0,$0.00
7.50135E+12,,,DIFENIDOL ( AMSA ) INYECTABLE 40MG/2ML C/2,,,,,$13.66,0,$0.00
7.502E+12,,,DIFENIDOL ( DIPHAFEN ) INYECTABLE  40MG / 2ML C/2,,,,,$21.86,10,$218.60
7.50223E+12,,,DIFENIDOL ( RAAMFEN ) TABLETAS 25MG C/30,,,,,$14.00,40,$560.00
7.502E+12,,,DIFENIDOL ( SONS ) TABLETAS 25MG C/30,,,,,$21.18,0,$0.00
7.50148E+12,,,DIFENIDOL (NORMAVOM) INYECTABLE 40 MG,,,,,$9.89,0,$0.00
7.502E+12,,,DIMENHIDRATO (VOMISIN) SOLUCION 25MG/ML GOTAS INFANTIL,,,,,$53.64,0,$0.00
7.50223E+12,,,DIMENHIDRINATO ( GROOBE ) CAPSULAS 50 MG C/24,,,,,$23.07,0,$0.00
7.502E+12,,,DIMENHIDRINATO ( VOMISIN ) SOLUCIÓN INYECTABLE 50MG/1ML  C/3,,,,,$37.49,0,$0.00
7.502E+12,,,DIMENHIDRINATO ( VOMISIN ) TABLETAS  50mg  C/ 20,,,,,$36.13,17,$614.21
10112020,,,DIMERO D,,,,,$590.00,0,$0.00
7.50183E+12,,,DIMETICONA ( DINTREFERGOT ) SUSPENSIÓN 100MG/ML C/30ML,,,,,$30.69,0,$0.00
7.50221E+12,,,DIMETICONA (DIOTEXONA) GOTAS 10G/100ML C/ 30 ML,,,,,$35.84,0,$0.00
7.50156E+12,,,DINITRATO DE ISOSORBIDA  ( RANDALL ) 10 MG C/20TAB,,,,,$8.62,0,$0.00
7.50108E+12,,,DINITRATO DE ISOSORBIDA (DEBISOR),,,,,$44.09,0,$0.00
7.50108E+12,,,DINITRATO DE ISOSORBIDA (DEBISOR) TAB 10MG C/20,,,,,$7.68,0,$0.00
3.58219E+12,,,DIOSMETITA ( IPRIKENE ) POLVO SABOR FRESA 3G,,,,,$294.70,0,$0.00
3.58219E+12,,,DIOSMETITA ( IPRIKENE ) POLVO SABOR NARANJA 3G,,,,,$294.70,0,$0.00
7.50224E+12,,,DIOSMINA (MEVEDIM) TAB,,,,,$50.00,0,$0.00
7.50149E+12,,,DIOSMINA / HESPERIDINA ( CISTENOL ) TABLETA 450 MG/ 50 MG,,,,,$55.06,0,$0.00
7.50201E+12,,,DIOSMINA / HESPERIDINA ( FLAUSIVER ) TABLETAS 450MG-50MG,,,,,$63.53,20,"$1,270.60"
7.50221E+12,,,DIOSMINA / HESPERIDINA (LOEFFLER) TABLETAS 450MG-50MG,,,,,$55.46,0,$0.00
7.50201E+12,,,DIOSMINA / HESPERIDINA (MEDIGEN) TABLETAS 450/50,,,,,$43.98,0,$0.00
7.50108E+12,,,DIOSMINA / HESPERIDINA (ROVEMAX),,,,,$53.38,0,$0.00
CO2,,,DIOXIDO DE CARBONO ( CO2 ),,,,,$100.00,0,$0.00
7.502E+12,,,DIPROPIONATO DE BETAMETASONA / FOSFATO SODIOCO DE BETAMETASONA ( DISON'S DEX ) SOL. INY. 5 MG/2 MG,,,,,$32.58,10,$325.80
7.50113E+12,,,DIU DENTILAB,,,,,$20.27,0,$0.00
7.50221E+12,,,DIU INTRAUTERINO,,,,,$20.27,0,$0.00
7.80083E+11,,,DIYODOHIDROXIQUINOLEÍNA / CARBON VEGETAL ACTIVADO / FURAZOLIDONA / HOMATROPINA  ( DIALGIN ) TABLETAS,,,,,$72.21,0,$0.00
7.80083E+11,,,DIYODOHIDROXIQUINOLEINA/CARBON VEGETAL/FURAZOLIDONA/METILBROMURO (THRECHOP) TABS,,,,,$80.70,0,$0.00
75017156,,,DOXICICLINA  (VIVRADOXIL) TABLETAS 100MG,,,,,$26.21,0,$0.00
7.50148E+12,,,DOXICICLINA ( PERIOSAN ) TABLETAS 100MG C/10,,,,,$23.60,0,$0.00
7.50223E+12,,,DOXICICLINA ( ROXIDOLIN ) CAPSULAS 100 MG C/10CAP,,,,,$21.06,0,$0.00
7.50149E+12,,,DOXICICLINA (KENSICLEN) TAB 100 MG CON 10 CAPSULAS,,,,,$24.65,0,$0.00
7.50224E+12,,,DOXILAMINA / SUCCINATO / PIRIDOXINA HCI (BONJESTA) TAB 20MG/20MG C/20,,,,,$356.36,0,$0.00
7.50201E+12,,,DROPROPIZINA ( BIOXOVER ) JARABE 300MG/100ML,,,,,$27.49,90,"$2,474.10"
7.50221E+12,,,DROPROPIZINA ( GANTAMIN ) JARABE 350MG / 100 ML,,,,,$29.51,50,"$1,475.50"
7.50109E+12,,,DROPROPIZINA ( TROFERIT ) TABLETAS 30MG  C/15,,,,,$135.59,0,$0.00
7.50108E+12,,,DROPROPIZINA (LETOAZIN) JARABE300 MG C/FRASCO 120ML,,,,,$25.11,0,$0.00
7.50201E+12,,,DULOXETINA ( IDELIVER PRO ) TAB 60 MG C 14,,,,,$54.87,0,$0.00
7.57528E+11,,,DUVALIN,,,,,$1.03,0,$0.00
USGPROSTRESIDUAL,,,ECO PROSTATICO C/ORINA RESIDUAL,,,,,$650.00,0,$0.00
7.50172E+12,,,ECODINE ESPUMA,,,,,$29.15,0,$0.00
7.50172E+12,,,ECODINE SOLUCION FCO C/120 ML,,,,,$34.99,0,$0.00
ECO-ABD-SUP,,,ECOGRAFIA ABDOMEN SUPERIOR,,,,,$440.00,0,$0.00
ECO-ABD-TOT,,,ECOGRAFIA ABDOMINAL TOTAL,,,,,$400.00,0,$0.00
ECO-APEND,,,ECOGRAFIA APENDICE,,,,,$480.00,0,$0.00
ECO-MASASUP,,,ECOGRAFIA DE MASA SUPERFICIAL,,,,,$450.00,0,$0.00
ECO-PROST,,,ECOGRAFIA DE PROSTATA,,,,,$400.00,0,$0.00
ECO-2D,,,ECOGRAFIA OBSTETRICO 2D,,,,,$399.00,0,$0.00
ECO-3D,,,ECOGRAFIA OBSTETRICO 3D,,,,,$360.00,0,$0.00
ECO-4D,,,ECOGRAFIA OBSTETRICO 4D,,,,,$400.00,0,$0.00
ECO-5D,,,ECOGRAFIA OBSTETRICO 5D,,,,,$440.00,0,$0.00
ECO-GEM,,,ECOGRAFIA OBSTETRICO GEMELAR,,,,,$400.00,0,$0.00
ECO-PELV,,,ECOGRAFIA PELVICA,,,,,$370.00,0,$0.00
ECO-REN,,,ECOGRAFIA RENAL,,,,,$400.00,0,$0.00
ECO-VES,,,ECOGRAFIA VESICULA,,,,,$400.00,0,$0.00
6682145,,,EGO (EXAMEN GENERAL DE ORINA),,,,,$45.00,0,$0.00
999,,,ELASTASA-1 PANCREÁTICA,,,,,"$4,010.00",0,$0.00
SERVICIO 6,,,ELECTROCARDIOGRAMA,,,,,$332.00,0,$0.00
7.50113E+12,,,ELECTROLIT COCO,,,,,$18.88,0,$0.00
7.50113E+12,,,ELECTROLIT FRESA,,,,,$21.38,0,$0.00
7.50113E+12,,,ELECTROLIT FRESA KIWI,,,,,$18.88,0,$0.00
7.50113E+12,,,ELECTROLIT LIMA-LIMON,,,,,$20.64,0,$0.00
7.50113E+12,,,ELECTROLIT MANZANA,,,,,$18.88,0,$0.00
7.50113E+12,,,ELECTROLIT PED FRESA 500ML,,,,,$16.69,0,$0.00
7.50113E+12,,,ELECTROLIT PIÑA,,,,,$17.79,0,$0.00
7.50113E+12,,,ELECTROLIT UVA,,,,,$18.88,0,$0.00
6682137,,,ELECTROLITOS EN ORINA DE 24 HRS,,,,,$190.00,0,$0.00
031ES4,,,"ELECTROLITOS SÉRICOS (Na, K, Cl, Ca)",,,,,$200.00,0,$0.00
168.2,,,"Electrolitos Séricos (Na, K, Cl, Ca, P, Mg)",,,,,$230.00,0,$0.00
6682136,,,"ELECTROLITOS SERICOS (Na,K,Cl)",,,,,$125.00,0,$0.00
6682364,,,"ELECTROLITOS URINARIOS (NA, K, CL)",,,,,$120.00,0,$0.00
47,,,ELISA (ANTICUERPOS ANTI-HIV DUO),,,,,$135.00,0,$0.00
7.50103E+12,,,EMPAGLIFLOZINA / METFORMINA (JARDIANZ DUO) TABLETAS 12.5MG/850MG,,,,,"$1,560.00",0,$0.00
7.50103E+12,,,EMPAGLIFLOZINA/LINAGLIPTINA ( JARDIANZ DPP ) TABLETA 25 MG/5 MG  C/30,,,,,"$2,524.49",0,$0.00
7.50103E+12,,,EMPAGLIFLOZINA/METFORMINA (JARDIANZ DUO) TABLETAS 12.5 MG/ 850 MG,,,,,"$1,189.00",0,$0.00
7.50223E+12,,,ENALAPRIL  ( OVALAC ) 10 MG CAJA CON 30 TABLETAS,,,,,$6.78,0,$0.00
7.50156E+12,,,ENALAPRIL ( BIORESEARCH ) TABLETAS 10MG,,,,,$5.62,0,$0.00
7.50222E+12,,,ENALAPRIL ( ULTRA ) TABLETAS 10MG C/30,,,,,$6.74,0,$0.00
7.50157E+12,,,ENALAPRIL (VEXOTIL) TAB 10 MG C/30,,,,,$6.33,0,$0.00
7.50222E+12,,,ENALAPRIL 10 MG C/30 TAB,,,,,$8.24,5,$41.20
7.50201E+12,,,ENOXAPARINA SODICA ( EMIPRIL ) INYECTABLE 60MG/.6ML C/2,,,,,$563.00,0,$0.00
7.50227E+12,,,ENVACAL ACIDO FOLICO TAB. ( 400 MG )90 TBL,,,,,$13.79,0,$0.00
6682138,,,EOSINOFILOS EN MOCO NASAL,,,,,$65.00,0,$0.00
6682140,,,EOSINOFILOS FARINGEOS,,,,,$50.00,0,$0.00
7.50223E+12,,,EPINASTINA  ( EMPROXEC ) TABLETAS 20MG,,,,,$41.18,0,$0.00
7.50108E+12,,,EPINASTINA  ( PAFERLU )  TABLETAS 20MG C/10,,,,,$47.44,0,$0.00
7.50222E+12,,,EPINASTINA  (ULTRA) TABLETAS 20 MG C/10,,,,,$40.00,0,$0.00
7.50113E+12,,,EPINEFRINA ( PINADRINA ) 1MG/ML,,,,,$7.30,0,$0.00
7.50201E+12,,,ERISPAN LORATADINA/BETAMETASONA TAB 5.00 0.25MG,,,,,$15.17,0,$0.00
7.50156E+12,,,ERITROMICINA ( BIORESEARCH ) TABLETAS 500MG C/20,,,,,$47.65,10,$476.50
7.50184E+12,,,ERITROMICINA ( ERITROLAT ) SUSP 125MG/5ML C/60ML,,,,,$29.47,10,$294.70
7.50147E+12,,,ERITROMICINA ( ERITROVIER-S ) SUSPENSION 250 MG/ 5ML,,,,,$47.25,0,$0.00
7.50119E+12,,,ERITROMICINA ( LATOTRYD) TABLETAS 500 MG C/20,,,,,$43.00,0,$0.00
7.50223E+12,,,ERITROMICINA (ALPHARMA) TABLETAS 500 MG C/20,,,,,$44.80,0,$0.00
7.50147E+12,,,ERITROMICINA (ERITROVIER-T) TABLETAS 500MG,,,,,$48.28,0,$0.00
7.503E+12,,,ERITROMICINA (TROPHARMA ) TAB.500 C/20,,,,,$43.26,0,$0.00
7.50149E+12,,,ERTAPENEM ( FINATAK )  1 GR SOL INY,,,,,$781.61,0,$0.00
7.50113E+12,,,ESPEJO VAGINAL DESECHABLE NO ESTERIL,,,,,$13.80,0,$0.00
7.50113E+12,,,ESPEJO VAGINAL ESTERIL MEDIANO,,,,,$15.11,80,"$1,208.80"
6682141,,,ESPERMOCULTIVO,,,,,$150.00,0,$0.00
7.50105E+12,,,ESPONJA GASA ( PROTEC ) 10 X 10,,,,,$0.82,0,$0.00
MA26-46,,,ESTETOSCOPIO CLINICAL CARDIOLOGY 940,,,,,$320.00,0,$0.00
172,,,ESTRADIOL,,,,,$250.00,0,$0.00
7.50222E+12,,,ESTROGENOS CONJUGADOS  (ULTRA) CREMA 62.5GMG C/43G,,,,,$269.66,0,$0.00
7.50222E+12,,,ESTROGENOS CONJUGADOS ( AVIVIA ) CREMA 62.5MG C/1 TUBO 43GR,,,,,$269.66,0,$0.00
6682144,,,ESTROGENOS TOTALES,,,,,$220.01,0,$0.00
7.5011E+12,,,ETORICOXIB / TRAMADOL 90 MG / 50 MG (ETRAL-TR) GRANULADO,,,,,$460.66,0,$0.00
7.14707E+11,,,EUCALIPTO / GORDOLOBO / SAUCO ( BICOESTOL CEREZA ) PASTILLAS 2.5G C/8,,,,,$15.26,0,$0.00
7.14707E+11,,,EUCALIPTO / GORDOLOBO / SAUCO ( BICOESTOL NARANJA ) PASTILLAS 2.5G C/8,,,,,$15.26,0,$0.00
PAQ EMPRESA,,,EXAMEN MEDICO EMPRESA,,,,,$288.10,0,$0.00
SER>52530,,,EXAMEN MEDICO EMPRESA,,,,,$300.00,0,$0.00
1007,,,EXAMENES CLINICOS MEDICOS,,,,,$770.24,0,$0.00
7.50108E+12,,,EZETIMIBA / SIMVASTATINA ( MIASIMBAG ) TABLETAS 10MG/20MG   C/14TABS,,,,,$76.97,0,$0.00
7.50108E+12,,,EZETIMIBA / SIMVASTATINA ( MIASIMBAG ) TABLETAS 10MG/20MG C/28,,,,,$138.41,0,$0.00
560,,,FACTOR DE CRECIMIENTO (IGFBP3),,,,,$730.00,0,$0.00
175,,,FACTOR DE CRECIMIENTO INSULINA (IGF-1),,,,,$425.00,0,$0.00
6682146,,,FACTOR REUMATOIDE,,,,,$65.00,0,$0.00
401,,,FACTOR X DE COAGULACION,,,,,$420.00,0,$0.00
SINSIN50568,,,FEMUR COMPARATIVO 4 POSICIONES,,,,,$720.00,0,$0.00
7.85119E+11,,,FENAZOPIRIDINA  (UREZOL)  TABLETAS 100MG C/20,,,,,$33.98,59,"$2,004.82"
7.50223E+12,,,FENAZOPIRIDINA ( DESLOTRIM ) TABLETAS 100 MG C/20,,,,,$24.42,0,$0.00
7.50156E+12,,,FENAZOPIRIDINA 100 MG TABLETAS,,,,,$20.00,5,$100.00
7.50201E+12,,,FENILEFRINA / LORATADINA ( LARITOL D ) TAB 30 MG / 5 MG C / 10 TAB,,,,,$39.76,0,$0.00
7.50305E+12,,,FENOFIBRATO ( AVIVIA ) CAP 160 MG C/ 30,,,,,$123.60,0,$0.00
7.50305E+12,,,FENOFIBRATO ( AVIVIA )CAPS 160 MG C/30,,,,,$218.39,3,$655.17
7.50126E+12,,,FENOFIBRATO ( CORDIALIBREL ) TABS 160MG C/30,,,,,$318.20,0,$0.00
7.50128E+12,,,FENOFIBRATO (FIROLIB) TABLETAS 160MG C/30,,,,,$259.31,0,$0.00
8511121800 -Ferritina,,,FERRITINA,,,,,$380.00,0,$0.00
LABLAB31857,,,FERRITINA,,,,,$380.00,0,$0.00
6.53341E+11,,,FERULA DE DEDO TIPO RANITA,,,,,$53.96,0,$0.00
7.50664E+12,,,FERULA PARA DEDO TIPO RANA (MEDIANA),,,,,$31.51,0,$0.00
7.50664E+12,,,FERULA PARA DEDO TIPO RANA( GRANDE ),,,,,$31.51,0,$0.00
7.50117E+12,,,FEXOFENADINA ( ALLEGRA ) SUSP PEDIATRICA 600MG C/150,,,,,$439.82,0,$0.00
7.50135E+12,,,FEXOFENADINA ( AMSA ) TABLETAS 18OMG C/10,,,,,$44.12,0,$0.00
7.50157E+12,,,FEXOFENADINA ( BIOSTAFEX ) TAB 120MG C/10,,,,,$32.58,0,$0.00
7.50223E+12,,,FEXOFENADINA ( DESROTAN ) TAB 180MG C/10,,,,,$41.18,10,$411.80
7.50135E+12,,,FEXOFENADINA (AMSA) COMPRIMIDO 120 MG,,,,,$33.41,10,$334.10
210121,,,FIBRINOGENO,,,,,$200.00,0,$0.00
808,,,FIT DE EVACUACION ( HEMOGLOBINA FECAL ),,,,,$420.00,0,$0.00
7.50135E+12,,,FLUCONAZOL 150 MG C/1 CAP ( AMSA ),,,,,$11.53,0,$0.00
7.50221E+12,,,FLUTICASONA ( FHISFLUNAL ) SUSPENSION 50 MG C / 10.2 ML (120 DOSIS),,,,,$194.06,0,$0.00
8.90112E+12,,,FLUTICASONA ( INNUBE ) SUSPENSION 50 MG C / 14.5ML,,,,,$172.41,0,$0.00
SERVICIO 51,,,FORMATO MEDICO,,,,,$415.00,0,$0.00
181,,,FOSFASA ALCALINA,,,,,$100.00,0,$0.00
9191,,,FOSFATASA ACIDA / FOSFATASA PROSTATICA,,,,,$190.00,0,$0.00
7.50133E+12,,,FOSFOMICINA (MONUROL) SOBRE 3G C/1,,,,,$344.66,0,$0.00
85121800-189,,,FOSFORO SERICO,,,,,$55.00,0,$0.00
7.50223E+12,,,FOSHLENN ( CLINDAMICINA ) CAJA C/ 16 CAPSULAS 300 MG,,,,,$31.95,0,$0.00
6682156,,,FROTIS EN SANGRE PERIFERICA,,,,,$60.00,0,$0.00
187,,,FTA ABS ANTICUERPOS ANTI TREPONEMA,,,,,$750.00,0,$0.00
6.37421E+11,,,FUMARATO FERROSO / ÁCIDO FÓLICO ( FERLOR A. F ),,,,,$44.57,5,$222.85
7.50222E+12,,,FUMARATO FERROSO / ACIDO FOLICO ( ULTRA ) TAB 350MG / 1 MG,,,,,$25.11,0,$0.00
7.50222E+12,,,FUMARATO FERROSO / ACIDO FOLICO (AVIVIA) TAB 350MG/1MG C/30,,,,,$21.93,0,$0.00
7.50222E+12,,,FUMARATO FERROSO / ÁCIDO FÓLICO (YEMIFER-HE) TABLETAS 350MG/1MG,,,,,$16.97,0,$0.00
FUNDA,,,FUNDA DESECHABLE P/ALMOHADA NO ESTERIL 50 X 70,,,,,$35.96,20,$719.20
7.80083E+11,,,FURAZOLIDONA / DIYODOHIDROXIQUINOLEÍNA / CAOLIN / PECTINA/  HOMATROPINA ( DIALGIN ) SUSPENSION 120ML,,,,,$12.72,6,$76.32
7.80083E+11,,,FURAZOLIDONA / DIYODOHIDROXIQUINOLEÍNA / CAOLIN / PECTINA/  HOMATROPINA ( THRECHOP ) SUSPENSION 120ML,,,,,$35.88,0,$0.00
7.50148E+12,,,FUROSEMIDA  (FURODIUROL) INYECTABLE 20MG,,,,,$16.00,0,$0.00
7.50135E+12,,,FUROSEMIDA ( AMSA ) SOL INY 20MG/2ML C/5,,,,,$13.56,3,$40.68
7.50157E+12,,,FUROSEMIDA ( DIURMESSEL ) TAB 40 MG. C/20,,,,,$9.09,30,$272.70
7.50156E+12,,,FUROSEMIDA (BIOMISEN) TAB 40MG,,,,,$9.01,0,$0.00
7.50156E+12,,,FUROSEMIDA 40 MG TABLETAS,,,,,$8.33,0,$0.00
7.50135E+12,,,GABAPENTINA ( AMSA ) CAPSULA 300 MG C / 30,,,,,$37.47,0,$0.00
7.50224E+12,,,GABAPENTINA ( WERMY ) CAPS/ 300MG C / CON 30,,,,,$36.21,5,$181.05
7.50224E+12,,,GABAPENTINA ( WERMY ) CÁPSULAS 300MG C/15,,,,,$22.51,0,$0.00
7.85121E+11,,,GABAPENTINA (REGALDEN) 300MG C/15,,,,,$43.15,0,$0.00
7.50222E+12,,,GABAPENTINA 300 MG CAPSULAS (AVIVIA),,,,,$44.21,0,$0.00
7.50222E+12,,,GABAPENTINA 300MG (AVIVIA),,,,,$26.22,0,$0.00
7.50135E+12,,,GABAPENTINA 300MG CAP (AMSA),,,,,$25.78,0,$0.00
6682159,,,GAMAGLUTAMILTRANSPEPTIDASA GGT,,,,,$70.00,0,$0.00
GARRAFON DE AGUA,,,GARRA,,,,,$69.50,0,$0.00
7.503E+12,,,GASA ESTERIL ( QUIRURMEX ) 10CM  X 10CM,,,,,$1.03,200,$206.00
7.503E+12,,,GASA ESTERIL 10 X10,,,,,$1.11,0,$0.00
7.503E+12,,,GASA ESTERILIZADA 7.5CM X 5CM,,,,,$0.68,0,$0.00
7.59684E+11,,,GASA JALOMA (C/10 SOBRES),,,,,$8.83,0,$0.00
7.59684E+11,,,GASA JALOMA 10 X 10,,,,,$1.09,0,$0.00
7.59684E+11,,,GASA JALOMA 7.5CM X 5CM,,,,,$0.67,0,$0.00
7.50105E+12,,,GASA PROTEC (CAJA C/ 100 PZ),,,,,$1.56,600,$936.00
7.503E+12,,,GASA QUIRMEX 10 CM X 10 CM,,,,,$1.34,0,$0.00
7.50102E+12,,,GATORADE FIRCE 350 ML,,,,,$6.00,0,$0.00
1,,,GAUNTES NITRILO,,,,,$10.00,0,$0.00
7.50163E+12,,,GEL PARA ULTRASONIDO ( ELECTROGEL ),,,,,$50.92,0,$0.00
4.0059E+12,,,GEL REFRESCANTE HIDRATANTE (NIVEA),,,,,$89.53,0,$0.00
7.50222E+12,,,GLIBENCLAMIDA ( AVIVIA ) TAB 5mg C/50,,,,,$14.09,0,$0.00
7.50157E+12,,,GLIBENCLAMIDA ( OCRIX ) TABLETAS 5MG C/50,,,,,$7.20,7,$50.40
7.50222E+12,,,GLIBENCLAMIDA ( ULTRA ) TAB 5 MG C/50,,,,,$16.85,0,$0.00
6682363,,,GLOBULINA,,,,,$60.00,0,$0.00
720,,,GLOBULINA HORMONA SEXUAL(SHBG),,,,,$650.00,0,$0.00
7.50304E+12,,,GLUCOMETRO,,,,,$868.53,0,$0.00
7.50046E+11,,,GLUCOMETRO ACTIVE,,,,,$674.10,0,$0.00
6682162,,,GLUCOSA,,,,,$40.00,0,$0.00
7.50105E+12,,,GLUCOSA 50 % ( KABIDECS ) 50 ML,,,,,$20.00,0,$0.00
6682163,,,"GLUCOSA CARGA 100GR (BASAL, 1 ,2 Y 3 HORAS) 4 TUBOS",,,,,$190.00,0,$0.00
6682164,,,GLUCOSA CARGA 50GR. (BASAL Y 1 HORA) 2 TUBOS,,,,,$135.00,0,$0.00
6682165,,,GLUCOSA CARGA 75GR. (BASAL HORA Y 2 HORAS) 3 TUBOS,,,,,$185.00,0,$0.00
6682161,,,GLUCOSA EN ORINA,,,,,$30.00,0,$0.00
181220,,,GLUCOSA POSTPRANDIAL,,,,,$65.00,0,$0.00
7.50105E+12,,,GLUCOSA SOLUCION 10% 500 ML (DEXTRALPHA),,,,,$21.32,0,$0.00
7.50105E+12,,,GLUCOSA SOLUCION 5% ( DEXTRALPHA ) C /250 ML,,,,,$14.02,0,$0.00
7.50159E+12,,,GLUCOSAMINA / CONDROITINA / ACIDO ASCORBICO ( FLEXTRIN ) COMPRIMIDOS C /30,,,,,$63.79,0,$0.00
6682167,,,GONADOTROFINA CORIÓNICA CUANTITATIVA (HCG B),,,,,$285.00,0,$0.00
196,,,Gonadotrofina coriónica semicuantitativa (B HCG),,,,,$165.00,0,$0.00
7.85119E+11,,,GRALOXEN GEL SUSP MAGALDRATO/ DIMETICONA ( 250 ML ) MENTA/ HERBABUENA,,,,,$53.30,0,$0.00
6682168,,,GRAM (BACTEROLOGIA),,,,,$40.00,0,$0.00
6682169,,,GRUPO RH,,,,,$50.00,0,$0.00
7.50112E+12,,,GUAIFENESINA / DEXTROMETORFANO ( BRE-A-COL ADULTO ) JARABE 2.0 G / 0.2 G  C/ 120 ML,,,,,$99.83,0,$0.00
7.50112E+12,,,GUAIFENESINA / DEXTROMETORFANO (BRE-A-COL INFANTIL) JBE 1.0G/ 120 ML,,,,,$98.01,0,$0.00
7.50222E+12,,,GUAIFENESINA / OXOLAMINA  (GUAXOQUIM) JARABE 2G-1G-100ML C/140ML,,,,,$39.60,5,$198.00
7.50183E+12,,,GUAIFENESINA / PARECETAMOL / CLORHIDRATO DE FENILEFRINA / MALEATO DE CLORFENAMINA (DEQUIN) SOL INFANTIL,,,,,$38.59,13,$501.67
7.50113E+12,,,GUANTE D/LATEX EST. CIRUJANO 8.5,,,,,$7.91,0,$0.00
7.50222E+12,,,"GUANTE DE LATEX BAJO EN POLVO ROSA, TALLA CH ( NO ESTERIL)",,,,,$264.00,0,$0.00
7.50222E+12,,,GUANTE DE LATEX ESTERIL CH AMBIDERM,,,,,$177.77,0,$0.00
7.50222E+12,,,GUANTE DE LATEX ESTERIL MEDIANO AMBIDERM,,,,,$185.60,6,"$1,113.60"
22015180,,,GUANTE DE NITRILO NEGRO MED NE MC GLOVES,,,,,$127.60,0,$0.00
7.50222E+12,,,GUANTE ESTERIL MEDIANO,,,,,$2.73,0,$0.00
7.50222E+12,,,GUANTES DE EXPLORACION ESTERIL GRANDE AMBIDERM,,,,,$185.60,0,$0.00
7.50105E+12,,,GUANTES DE EXPLORACION LATEX CHICOS ESTERIL,,,,,$185.59,0,$0.00
7.50105E+12,,,GUANTES DE EXPLORACION LATEX GRANDE,,,,,$163.75,0,$0.00
7 010 89 3403,,,GUANTES DE EXPLORACION LATEX MEDIANO,,,,,$250.00,0,$0.00
7.50105E+13,,,GUANTES DE EXPLORACION MEDIANO PROTEC,,,,,$250.00,0,$0.00
SINSIN39684,,,GUANTES DE EXPLORACION MEDIANOS ESTERILES,,,,,$287.00,0,$0.00
7.50105E+12,,,GUANTES DE EXPLORACION NO ESTERILES MEDIANOS PROTEC 100P,,,,,$112.52,0,$0.00
7.50222E+12,,,"GUANTES DE LATEX BAJO EN POLVO NEGRO, TALLA M, NO ESTERIL",,,,,$126.60,0,$0.00
EQUINS51850,,,GUANTES DE LATEX ESTERIL GDE. (AMBIDERM),,,,,$3.00,2,$6.00
7.50222E+12,,,GUANTES DE LATEX GRANDE AMBIDERM,,,,,$170.90,0,$0.00
7.50222E+12,,,GUANTES DE LATEX MEDIANO AMBIDERM,,,,,$132.58,0,$0.00
7.50222E+12,,,GUANTES DE LATEX NO ESTERIL ( AMBIDERM ),,,,,$110.70,0,$0.00
7.50105E+12,,,GUANTES DE LATEX NO ESTERIL CHICO PROTEC,,,,,$206.46,0,$0.00
7.50222E+12,,,GUANTES DE LATEX TALLA CHICA AMBIDERM,,,,,$215.15,0,$0.00
4.25037E+12,,,GUANTES DE NITRILO CHICO,,,,,$118.70,15,"$1,780.50"
6.57467E+11,,,GUANTES DE NITRILO CHICO NEGRO NO ESTERIL C/100,,,,,$112.68,0,$0.00
7.50105E+12,,,GUANTES DE NITRILO CHICOS NO ESTERIL,,,,,$112.68,0,$0.00
22015669,,,GUANTES DE NITRILO MEDIANO AZUL NO ESTERIL MC GLOVES,,,,,$118.70,24,"$2,848.80"
7.50105E+12,,,GUANTES DE NITRILO MULTIUSOS,,,,,$112.68,0,$0.00
IP-GUNILIMP,,,"GUANTES DE NITRILO TALLA G, NO ESTERIL AZUL",,,,,$112.68,0,$0.00
42132203,,,GUANTES NITRILO GRANDE AZUL NO ESTERIL,,,,,$118.70,13,"$1,543.10"
7.50222E+12,,,GUANTES PARA CIRUJANO 7,,,,,$8.00,0,$0.00
7.50222E+12,,,GUANTES QUIRURGICOS  ( AMBIDERM ELITE ) 7 1/2,,,,,$6.30,0,$0.00
7.50105E+12,,,GUATA 10 CM,,,,,$9.58,10,$95.80
7.50105E+12,,,GUATA 15 CM,,,,,$14.04,5,$70.20
7.50105E+12,,,GUATA 5 CM,,,,,$4.88,36,$175.68
6682170,,,GUAYACO (SANGRE OCULTA EN HECES),,,,,$60.00,0,$0.00
7.50126E+12,,,HARINA DE SOYA / POLIVIDONA ( SERRAL ) POLVO 90G C/1,,,,,$33.74,0,$0.00
999903,,,HEMOCULTIVO,,,,,$650.00,0,$0.00
6682173,,,HEMOGLOBINA,,,,,$40.00,0,$0.00
6682174,,,HEMOGLOBINA GLUCOSILADA (HBA1C),,,,,$140.00,0,$0.00
7.50222E+12,,,HIDROCLOROTIAZIDA (AVIVIA) TABLETAS 25 MG,,,,,$11.76,2,$23.52
7.50201E+12,,,HIDROCLOROTIAZIDA (DIZIVER) 25MG C/20TAB,,,,,$8.05,0,$0.00
7.80083E+11,,,HIDROCORTISONA ( COLLICORT ) CREMA 1.0%,,,,,$32.94,0,$0.00
7.80083E+11,,,HIDROCORTISONA ( COLLICORT ) CREMA 2.5% C/60G,,,,,$69.66,0,$0.00
7.50156E+12,,,"HIDROCORTISONA (LULSADERM-H) CRE,MA 15G",,,,,$23.03,0,$0.00
7.502E+12,,,HIDROCORTISONA / CLORANFENICOL ( PORAL ) OFTALMICO SOLUCION 5ML,,,,,$18.70,0,$0.00
