Clave,,,Descripción,,,,,Precio U.,Exis,Total 
83,,,ANTIGENO PROSTATICO LIBRE (PSA LIBRE),,,,,$300.00,0,$0.00
7.50105E+12,,,"ANTISÉPTICO  LODOPOVIDONA ESPUMA, DERMÓ DINE 950ML",,,,,$119.48,0,$0.00
8.02795E+12,,,APIXABAN ( ELICUIS ) TABLETAS 5MG C/60,,,,,"$1,730.26",0,$0.00
SERVICIO 21,,,APLICACIÓN DE ARETE,,,,,$166.00,0,$0.00
SERVICIO 16,,,APLICACION DE DIU,,,,,$290.50,0,$0.00
SERVICIO 17,,,APLICACION DE IMPLANTE,,,,,$290.50,0,$0.00
APLICASONDA,,,APLICACION DE SONDA FOLEY,,,,,$96.39,0,$0.00
APLISONDASINMAT,,,APLICACION DE SONDA FOLEY,,,,,$0.00,0,$0.00
SERVICIO 18,,,APLICACION IM,,,,,$41.50,0,$0.00
APLICACIONIV,,,APLICACION IV,,,,,$80.00,0,$0.00
APLICACIV22,,,APLICACION IV,,,,,$261.84,0,$0.00
APLICACIV24,,,APLICACION IV,,,,,$261.84,0,$0.00
APLICIV22TN,,,APLICACION IV,,,,,$261.84,0,$0.00
APLICIV24TN,,,APLICACION IV,,,,,$261.84,0,$0.00
7.50105E+12,,,APLICADOR HIPOALERGENICOS (HISOPOS) CON 100 PIEZAS,,,,,$8.66,0,$0.00
CU16-01,,,APOSITO ESTERIL 20X8 PROTEC,,,,,$10.50,0,$0.00
7.50105E+12,,,APOSITO QUIRURGICO,,,,,$13.57,0,$0.00
7.85121E+11,,,ATORVASTATINA ( ATORLIP ) TABLETAS 20MG C/10,,,,,$30.65,0,$0.00
7.50223E+12,,,ATORVASTATINA ( DESLOCRON ) TABLETAS 20 MG C/10,,,,,$14.71,0,$0.00
7.50201E+12,,,ATORVASTATINA ( ODIVITOR ) TAB 10MG C/20,,,,,$20.59,8,$164.72
7.50201E+12,,,ATORVASTATINA ( ODIVITOR ) TAB 20 MG C/10,,,,,$12.94,0,$0.00
7.50222E+12,,,AVIVIA METOCLOPRAMIDA 10MG,,,,,$7.77,0,$0.00
7.50223E+12,,,AZITROMICINA ( CRAZTRONIN )  TABLETAS 500MG C/3,,,,,$22.64,-5,-$113.20
7.50223E+12,,,AZITROMICINA ( CRAZTRONIN ) TAB 500mg  C/4,,,,,$30.23,0,$0.00
7.5013E+12,,,AZITROMICINA ( PHARMAGEN ) SUSPENSION 600MG C/15ML,,,,,$69.47,0,$0.00
7.50221E+12,,,AZITROMICINA ( SICALAN ) SUSPENSIÓN 4 GR C/30ml,,,,,$73.76,30,"$2,212.80"
85,,,BACILOSCOPIA (BAAR UNA MUESTRA),,,,,$55.00,0,$0.00
86,,,BACILOSCOPIA SERIADA (BAAR 3 MUESTRAS),,,,,$170.00,0,$0.00
7.50105E+12,,,BANDA ELASTICA,,,,,$0.35,0,$0.00
7.50105E+12,,,BANDAS ADHESIVAS,,,,,$0.31,0,$0.00
7.50602E+12,,,BANDITAS ADHESIVAS  ( SKIN PROT) C/100 PZS,,,,,$0.48,0,$0.00
BANDITAS,,,BANDITAS ADHESIVAS REDONDAS,,,,,$0.36,0,$0.00
7.503E+12,,,BAÑO COLOIDE (NUCITEC) POLVO PARA SUSPENSION 90G,,,,,$24.47,0,$0.00
7.50635E+12,,,BAÑO COLOIDE (NUCITEC) POLVO PARA SUSPENSION 90G,,,,,$17.67,0,$0.00
7.50303E+12,,,BAÑO COLOIDE (SUADERM) POLVO PH 5.75 C/90G,,,,,$33.94,0,$0.00
7.50303E+12,,,BAÑO COLOIDE POLVO C / 1  SOB 90 G (SUANCA),,,,,$21.84,0,$0.00
BATA,,,BATA PACIENTE AZUL C/10 PIEZAS,,,,,$9.33,-30,-$279.90
7.50128E+12,,,BATELENGUAS DE MADERA DESECHABLES,,,,,$6.82,255,"$1,739.10"
7.5004E+12,,,BAUMANOMETRO,,,,,$238.67,0,$0.00
7.5004E+12,,,BAUMANOMETRO ANEROIDE ( CHECKATEK ),,,,,$335.94,0,$0.00
MA18-01,,,BAUMANOMETRO ANEROIDE HC PARED 4000,,,,,$885.08,0,$0.00
7.85119E+11,,,BENCIDAMINA  ( ARTROBEN ) SPRAY BUCAL 45MG C/30ML,,,,,$29.93,0,$0.00
7.85119E+11,,,BENCIDAMINA ( ARTROBEN ) SOLUCIÓN 540MG / 360ML,,,,,$56.24,0,$0.00
7.50221E+12,,,BENCIDAMINA ( BENIFLANT ) SOLUCION BUCAL 30 ML,,,,,$35.85,0,$0.00
7.50157E+12,,,BENCIDAMINA ( BIOBEND ) SOLUCION 0.15G / 100ML C/360ML,,,,,$40.77,0,$0.00
7.50157E+12,,,BENCIDAMINA ( BIOBEND ) SOLUCION SPRAY 0.15MG/100ML C/30ML,,,,,$19.76,0,$0.00
7.50221E+12,,,BENCIDAMINA (BENIFLANT) SOLUCION 0.15GR/100ML,,,,,$46.77,0,$0.00
7.50135E+12,,,BENZATINA BENCILPENICILINA / PROCAÍNA ( AMSA ) SOL INY 1 200 000 UI C/1 AMP.,,,,,$14.50,0,$0.00
6.37421E+11,,,BENZOCAÍNA / CLORAMFENICOL / HIDROCORTISONA ( OTOLONE ) SOLUCIÓN ÓTICA 5ML,,,,,$29.64,0,$0.00
7.50223E+12,,,BENZONATATO ( PHARBEN ) CAPSULAS 100MG,,,,,$24.70,0,$0.00
7.50147E+12,,,BENZONATATO ( TEXOVEN ) CÁPSULAS 100MG C/20,,,,,$25.88,0,$0.00
6682490,,,"BETA 2 GLICOPROTEINAS IgG, IgM, Ga",,,,,"$1,770.00",0,$0.00
7.50135E+12,,,BETAHISTINA ( AMSA )TAB 24MG C/30,,,,,$60.12,3,$180.36
7.50201E+12,,,BETAHISTINA ( BITENVER ) 24 MG C / 30 TAB,,,,,$62.90,0,$0.00
7.50138E+12,,,BETAHISTINA ( NEOLPHARMA )TAB 24MG C/30,,,,,$113.61,0,$0.00
7.50154E+12,,,BETAMETASONA ( CELESBITAN ) SOL INY 8MG/2ML,,,,,$16.91,292,"$4,937.72"
7.50201E+12,,,BETAMETASONA ( ERISPAN ) SOL INY 8MG/2ML C/1AMP Y 1JER,,,,,$22.94,448,"$10,277.12"
7.50201E+12,,,BETAMETASONA (ERISPAN) SOL INYECTABLE 4 MG / 2 ML C / 1,,,,,$19.89,0,$0.00
7.502E+12,,,BETAMETASONA / CLOTRIMAZOL / GENTAMICINA  ( BARMICIL-C ) CREMA 50MG/1.0MG/0.1G C/40 gr.,,,,,$20.11,0,$0.00
7.80083E+11,,,BETAMETASONA / GENTAMICINA / CLOTRIMAZOL ( GELMICIN ) CREMA 0.05G/0.10G/1.00G/100.00G C/40G,,,,,$15.52,0,$0.00
7.50201E+12,,,BETAMETASONA / INDOMETACINA /  METOCARBAMOL ( MEDIGEN ) 0.75 /25 / 215 MG CAP C / 20,,,,,$22.47,0,$0.00
7.50201E+12,,,BETAMETASONA / INDOMETACINA / METOCARBAMOL ( VERATRIN ) CAPSULAS .75MG/25MG/215MG C/20,,,,,$28.74,0,$0.00
7.50184E+12,,,"BETAMETASONA, GENTAMICINA, CLOTRIMAZOL 0.05%, 0.1%, 1.0% (PRUBAGEN)",,,,,$21.67,0,$0.00
7.50154E+12,,,BEZAFIBRATO (  BRUFIZA ) TABLETAS 200 MG C/30,,,,,$18.54,0,$0.00
7.50156E+12,,,BEZAFIBRATO ( BIORESEARCH ) TABLETAS 200 MG C/30,,,,,$24.71,0,$0.00
7.50138E+12,,,BEZAFIBRATO ( PSICOFARMA ) TABLETA 200MG C/30,,,,,$20.10,0,$0.00
7.503E+12,,,BEZAFIBRATO ( REDALIP ) TABLETAS 200MG C/30,,,,,$32.04,0,$0.00
7.50108E+12,,,BEZAFIBRATO (NIBEZVAG) TABLETA 200MG C/30,,,,,$24.37,0,$0.00
91,,,"BILIRRUBINAS (TOTAL, INDIRECTA, DIRECTA)",,,,,$90.00,0,$0.00
403,,,BIOMETRIA HEMATICA (CON DIFERENCIAL),,,,,$105.00,0,$0.00
511,,,BIOMETRIA HEMATICA COMPLETA (BHC),,,,,$65.00,0,$0.00
LMP2022,,,BIOPSIA CHICA,,,,,$440.00,0,$0.00
7.50138E+12,,,BIPERIDENO ( PSICOFARMA ) TABLETA 2MG C/30,,,,,$50.69,0,$0.00
8.75016E+13,,,BOLSA AUTOSELLANTE 10X23 C/200 PMG,,,,,$212.33,1,$212.33
8.75016E+13,,,BOLSA AUTOSELLANTE 20X33 C/200 PGM,,,,,$430.59,1,$430.59
7.50401E+12,,,BOLSA PARA MUESTRA DE ORINA (NIÑA),,,,,$5.57,0,$0.00
7.50401E+12,,,BOLSA PARA MUESTRA DE ORINA (NIÑO),,,,,$5.57,0,$0.00
7.50146E+12,,,BOLSA RECOLECTORA DE ORINA (PIERNA) EDIGAR 650ML,,,,,$35.00,0,$0.00
7.50602E+12,,,BOLSA RECOLECTORA DE ORINA 2L,,,,,$44.38,10,$443.80
1.40027E+11,,,"BOLSAS DE ESTERILIZACIÓN ( PRO TECTIVE )  7 1/2"" X 13",,,,,$2.25,0,$0.00
1.40026E+11,,,"BOLSAS PARA ESTERILIZACIÓN ( PRO TECTIVE ) TAMAÑO 5 1/4"" X 11",,,,,$1.65,0,$0.00
7.50229E+12,,,BROCHE METALICO,,,,,$118.00,0,$0.00
7.50157E+12,,,BROMHEXINA ( BIOMEP ) SOLUCION ADULTO 160 MG/ 100 ML C/100ML,,,,,$17.29,0,$0.00
7.50157E+12,,,BROMHEXINA ( BIOMEP) SOLUCION INFANTIL 80MN / 100ML,,,,,$20.04,0,$0.00
7.50221E+12,,,BROMHEXINA ( BROMICOF ) SOLUCION ADULTO 160MG,,,,,$7.80,2,$15.60
7.50221E+12,,,BROMHEXINA ( BROMICOF ) SOLUCIÓN INFANTIL 80MG C/100ML,,,,,$6.50,0,$0.00
7.50183E+12,,,BROMHEXINA ( NORMOFLEX ) SOLUCIÓN ADULTO 160MG,,,,,$31.02,0,$0.00
7.50183E+12,,,BROMHEXINA (NORMOFLEX) SOLUCION INFANTIL 80MG C/100ML,,,,,$20.22,0,$0.00
7.503E+12,,,"BROMURO DE IPATROPIO / SALBUTAMOL ( IPRASUAVELIN ) SOL P/ NEBULIZAR 0.5 MG , 2.5 MG  C/10",,,,,$87.63,0,$0.00
7.50201E+12,,,BROMURO DE IPATROPIO / SALBUTAMOL (LONVITOL) SOL PARA NEBULIZAR C/10 AMP,,,,,$90.56,0,$0.00
8.90112E+12,,,BROMURO DE IPATROPIO / SALBUTAMOL 0.5 MG / 2.5 MG (CIPLA) INHALACION,,,,,$67.42,0,$0.00
7.50135E+12,,,BROMURO DE IPATROPIO SALBUTAMOL ( AMSA ) SOL. NEBULIZAR 0.5MG/2.5MG  2.5 ML,,,,,$93.94,7,$657.58
7.50222E+12,,,BROMURO DE IPRATROPIO / SALBUTAMOL 0.5 MG / 2.5 MG / 2.5 ML ( FEVOLUT ) P / NEBULIZAR,,,,,$70.00,25,"$1,750.00"
7.50222E+12,,,BROMURO DE PINAVERIO ( AVIVIA) TABLETAS 100 MG C/ 14,,,,,$11.90,0,$0.00
7.50183E+12,,,BROMURO DE PINAVERIO ( CREVESA) TABLETAS 100 MG C/ 14,,,,,$30.18,0,$0.00
7.50223E+12,,,BROMURO DE PINAVERIO ( ROLMON ) TABLETAS 100 MG C/14,,,,,$16.70,10,$167.00
7.50222E+12,,,BROMURO DE PINAVERIO ( ULTRA ) TABLETA 100 MG C/14,,,,,$23.91,0,$0.00
7.85119E+11,,,BROMURO DE PINAVERIO (DISTENTAL) 100MG C/14 TAB,,,,,$29.21,0,$0.00
8.21998E+11,,,BROMURO DE PINAVERIO (SCHOEN) TABLETA  100 MG C/14,,,,,$21.54,0,$0.00
7.50303E+12,,,BROMURO DE PINAVERIO / DIMETICONA ( DIVELGEL ) 100MG / 300MG C/16,,,,,$99.20,10,$992.00
7.50303E+12,,,BROMURO DE PINAVERIO / DIMETICONA ( DIVELGEL ) CAPSULA 100MG/ 300MG C/32,,,,,$225.57,0,$0.00
7.50303E+12,,,BROMURO DE PINAVERIO / DIMETICONA ( DIVELGEL ) CAPSULAS 100MG-300MG,,,,,$125.76,0,$0.00
7.50201E+12,,,BROMURO DE PINAVERIO / DIMETICONA ( LEXITRIM ) 100 / 300 MG CAP C / 16,,,,,$82.35,0,$0.00
7.50223E+12,,,BROMURO DE PINAVERIO / DIMETICONA (NESAJAR) CAPSULAS 100 MG/ 300MG,,,,,$87.36,0,$0.00
7.50138E+12,,,BROMURO DE PINAVERIO TAB 100MG (NEOLPHARMA),,,,,$20.00,0,$0.00
7.50303E+12,,,BROMURO DE PINAVERIO/DIMETICONA (DIVELGEL) CAPSULA 100MG/300MG C/32,,,,,$250.64,0,$0.00
668282,,,BRUCELLA ABORTUS POR ROSA DE BENGALA,,,,,$150.00,0,$0.00
74323004380,,,BUBULUBU ICE,,,,,$10.00,0,$0.00
74323011616,,,BUBULUBU MINI,,,,,$3.47,0,$0.00
7.50135E+12,,,BUDESONIDA ( AMSA ) SOL P/ NEBULIZAR .500/2ML,,,,,$144.94,0,$0.00
7.50108E+12,,,BUDESONIDA ( BUDENOVA ) SUSP P/NEBULIZAR 500 MG/ 2ML C/5,,,,,$161.20,0,$0.00
7.5011E+12,,,BUDESONIDA ( PULMICORT ) SUSP P/ NEBULIZAR 0.25 MG/ML C/5,,,,,$253.87,0,$0.00
7.5011E+12,,,BUDESONIDA ( PULMICORT) SUSP P/NEBULIZAR 0.125 MG/ML C/5,,,,,$118.92,0,$0.00
7.50135E+12,,,BUDESONIDA (AMSA) SUSPENSION P/NEB 0.250ML/2ML C/5,,,,,$121.66,0,$0.00
7.50108E+12,,,BUDESONIDA (BUDENOVA) SOL PARA NEBULIZAR 0.125 C/5 AMP DE 2 ML,,,,,$127.99,10,"$1,279.90"
7.50226E+12,,,BUDESONIDA (DANKIAL-B) 0.250MG/2ML SUSP.P/NEBULIZACION C/5 AMP,,,,,$108.48,0,$0.00
7.50226E+12,,,BUDESONIDA (DANKIAL-B) SUSP.P/ NEBULIZACION C/5AMP 0.500 MG/2ML,,,,,$116.00,0,$0.00
7.5011E+12,,,BUDESONIDA / FORMOTEROL ( SYMBICORT ) PVO 160/4.5 MCG. C/60 DOSIS,,,,,$444.75,0,$0.00
7.5011E+12,,,BUDESONIDA / FORMOTEROL ( VANNAIR ) AEROSOL 160/4.5 120 DOSIS,,,,,"$1,048.78",0,$0.00
7.50135E+12,,,BUDESONIDA SUSPENSION 64UG PARA INHALACION,,,,,$159.30,0,$0.00
7.50135E+12,,,BUTILHIOSCINA ( AMSA ) TAB 10 MG C/10,,,,,$18.02,0,$0.00
7.502E+12,,,BUTILHIOSCINA ( EXCOSINE-S ) INYECTABLE  20 MG C/3 AMP DE 1ML,,,,,$30.46,40,"$1,218.40"
7.50222E+12,,,CABERGOLINA ( ULTRA ) TABLETA 0.5MG C/8,,,,,$249.65,0,$0.00
7.50146E+12,,,CABESTRILLO CHICO ( EDIGAR ),,,,,$64.97,2,$129.94
7.50146E+12,,,CABESTRILLO GRANDE,,,,,$64.97,1,$64.97
7.50146E+12,,,CABESTRILLO MEDIANO,,,,,$64.97,2,$129.94
12549,,,CABESTRILLO SENCILLO CHICO,,,,,$61.89,0,$0.00
154958,,,CABESTRILLO SENCILLO GRANDE,,,,,$61.89,0,$0.00
7.50226E+12,,,CAFE CAPUCHINO ( KOFFIEX ) 10G C/15 SOBR,,,,,$79.39,0,$0.00
7.50046E+12,,,CALAMINA  ( KALAMYN ) CREMA 180ML,,,,,$32.07,6,$192.42
63742020600,,,CALAMINA (CALAZIN) CREMA TOPICA,,,,,$15.02,0,$0.00
SINSIN22599,,,CALCANEO Y TALON 4 POSICIONES,,,,,$720.00,0,$0.00
7.14908E+11,,,CALCIO / ERGOCALCIFEROL ( CALTRON 600+D ) C/ 60 TAB,,,,,$91.76,0,$0.00
8152,,,CALCIO EN ORINA DE 24 HORAS,,,,,$80.00,0,$0.00
101,,,CALCIO SERICO,,,,,$230.00,0,$0.00
7.14908E+11,,,CALTROM ( CALCIO ERGOCALCIFEROL) SUSPENSION 360 ML,,,,,$69.66,0,$0.00
DE08-07,,,CAMPO ESTERIL 65X50 SIN HENDIDURA,,,,,$38.98,0,$0.00
6550,,,CAMPO ESTERIL HENDIDO 65 X 50,,,,,$23.25,7,$162.75
6570,,,CAMPO ESTERIL HENDIDO 65 X 70,,,,,$10.44,0,$0.00
6590,,,CAMPO NO ESTERIL 60X90,,,,,$4.76,2,$9.52
SERVICIO 65,,,CANALIZACION EMPRESARIAL URGENCIAS,,,,,$249.00,0,$0.00
7.502E+12,,,CAOLIN / PECTINA ( ISOCAR ) SUSP 1 G/0.05G/5ML C/120ML,,,,,$26.20,0,$0.00
7.50222E+12,,,CAPTOPRIL  ( REDUPREC ) TAB 25MG C/30,,,,,$7.87,0,$0.00
7.50154E+12,,,CAPTOPRIL ( BRUCAP ) TABLETAS 25 MG C/30,,,,,$9.78,0,$0.00
7.50108E+12,,,CAPTOPRIL ( NOVAPRES ) TABLETA 25 MG C/30,,,,,$8.83,0,$0.00
7.50223E+12,,,CAPTOPRIL ( SABTRES ) TAB 25MG C/30,,,,,$7.41,0,$0.00
7.50645E+12,,,CARAMELOS C/PROPOLEO EQUINACEA C/10 AJOLOTIUS,,,,,$20.83,0,$0.00
7.14707E+11,,,CARAMELOS DE MIEL / EUCALIPTO ( HERBACIL ) PASTILLAS 2.5G C/40G,,,,,$21.66,0,$0.00
7.50139E+12,,,CARBAZOCROMO / BISULFITO SODICO DE MENADIONA (HEMOSIN-K) TABLETA 25MG/5MG C/32,,,,,$304.72,0,$0.00
7.50201E+12,,,CARBOCISTEINA ( CULMINAX ) SOLUCION 375 MG / 5 ML C/130ML,,,,,$35.84,0,$0.00
7.50107E+12,,,CARBONATO DE CALCIO / COLECALCIFEROL 600ML / 400UI (CALTRATE600+D),,,,,$229.85,0,$0.00
7.502E+12,,,CARISOPRODOL / DICLOFENACO ( RAYERE ) 200 MG / 50 MG TAB,,,,,$78.31,0,$0.00
7.50106E+12,,,CARLOS V,,,,,$7.62,0,$0.00
CARTA TRAUMA,,,CARTA DE BUENA SALUD ( TRAUMA ),,,,,$330.00,0,$0.00
SERVICIO 44.1,,,CARTA DE BUENA SALUD DR,,,,,$150.00,0,$0.00
SERVICIO 45,,,CARTA DE BUENA SALUD ENF,,,,,$124.50,0,$0.00
SERVICIO 47,,,CARTA EMPLEO,,,,,$415.00,0,$0.00
SERVICIO 57,,,CARTA ESCOLAR,,,,,$166.00,0,$0.00
SERVICIO 46,,,CARTA PASAPORTE,,,,,$207.50,0,$0.00
6682309,,,CARTA PRENUPCIALES,,,,,$124.50,0,$0.00
7.50223E+12,,,CARVEDILOL ( BLOQADRE ) CON 14 TABS DE 25MG,,,,,$160.40,0,$0.00
7.89891E+12,,,CATETER ( SAFELET ) 24GX3/4 (19 MM),,,,,$11.14,0,$0.00
4251369,,,CATETER 14,,,,,$13.89,50,$694.50
7.50602E+12,,,CATETER 16,,,,,$13.57,0,$0.00
4251350,,,CATETER 16 BRAUN,,,,,$13.89,0,$0.00
013501951706763117220100103005417a,,,CATETER 16X45,,,,,$8.43,0,$0.00
7.50602E+12,,,CATETER 20 G (SUMITEX),,,,,$8.46,0,$0.00
7.50156E+12,,,CATETER 20G (SAFETIVE),,,,,$9.34,0,$0.00
7.50602E+12,,,CATETER 22 SUMITEX,,,,,$8.26,0,$0.00
7.50113E+12,,,CATETER 24 DLP,,,,,$7.88,0,$0.00
7.50113E+12,,,CATETER 24 INCATH,,,,,$8.01,0,$0.00
7.50602E+12,,,CATETER 24 SUMITEX,,,,,$8.46,0,$0.00
sc65e712h,,,CATETER 24 SURFLASH,,,,,$10.05,0,$0.00
FARPRO12977,,,CATETER 26GA X 19MM ( JELCO SERIVA ),,,,,$3.31,0,$0.00
7.50602E+12,,,CATETER INTRAVENOSO  22GX25MM  (SUMITEX ),,,,,$8.44,0,$0.00
CAT18,,,CATETER INTRAVENOSO 18 X 32MM,,,,,$13.89,0,$0.00
7.50113E+12,,,CATETER INTRAVENOSO 18G X 30 MM DLP,,,,,$6.32,0,$0.00
4.0225E+12,,,CATETER INTRAVENOSO 20 G (BRAUN),,,,,$13.89,50,$694.50
7.50113E+12,,,CATETER INTRAVENOSO 20G X 30MM INCATH,,,,,$8.01,0,$0.00
0104022495139863172805011023e02g8391,,,CATETER INTRAVENOSO 22G (BRAUN),,,,,$13.89,250,"$3,472.50"
7.89891E+12,,,CATETER INTRAVENOSO 22G X 25MM (SAFELET),,,,,$9.28,0,$0.00
7.50113E+12,,,CATETER INTRAVENOSO 22GX 25mm,,,,,$8.01,0,$0.00
4.0225E+12,,,CATETER INTRAVENOSO 22GX26MM,,,,,$11.97,0,$0.00
7.50602E+12,,,CATETER INTRAVENOSO 22GX26MM,,,,,$8.51,0,$0.00
7.50222E+12,,,CATETER INTRAVENOSO 22x25mm (AMBIDERM),,,,,$7.03,0,$0.00
1.72203E+12,,,CATETER INTRAVENOSO 24Gx19MM (BRAUN),,,,,$13.89,150,"$2,083.50"
7.50602E+12,,,CATETER INTRAVENOSO 24Gx19MM (SUMITEX),,,,,$11.00,0,$0.00
7.50222E+12,,,CATETER INTRAVENOSO 24x19mm (AMBIDERM),,,,,$7.03,0,$0.00
7.89891E+12,,,CATETER INTRAVENOSO RADIOPACO 14GX2,,,,,$8.71,0,$0.00
7.50602E+12,,,CATETER PARA VENOCLISIS ( SUMITEX ) 20 G,,,,,$11.01,0,$0.00
7.89891E+12,,,CATETR INTRAVENOSO 20G X 32  (SAFELET),,,,,$9.33,0,$0.00
7.50201E+12,,,CEFALEXINA  ( CEFALVER ) CÁPSULAS 500MG C/20,,,,,$40.82,0,$0.00
7.503E+12,,,CEFALEXINA ( CEFALVER ) SUSPENSION 125 MG / 5 ML C/90ML,,,,,$22.26,0,$0.00
7.50201E+12,,,CEFALEXINA ( CEFALVER ) TABLETAS 1G C/12,,,,,$66.04,0,$0.00
7.50201E+12,,,CEFALEXINA ( MAVER ) SUSPENSION 250 MG / 5 ML C/ 100 ML,,,,,$29.12,0,$0.00
7.50201E+12,,,CEFALEXINA ( MAVER ) TAB 500MG C/20,,,,,$39.73,0,$0.00
7.50221E+12,,,CEFALEXINA ( NIXELAF-C) SUSPENSION 250MG,,,,,$23.03,0,$0.00
7.503E+12,,,CEFALEXINA (CEFALVER) 250MG/5ML SUSP 90ML,,,,,$25.41,14,$355.74
7.503E+12,,,CEFALEXINA (CEFALVER) CAPSULAS 500MG C/12,,,,,$38.75,0,$0.00
7.50135E+12,,,CEFALEXINA 500 MG (AMSA LABORATORIOS) CAPSULAS,,,,,$45.47,0,$0.00
7.50201E+12,,,CEFIXIMA ( BENEVENTOL ) CAPSULA 400 MG C/3,,,,,$64.37,0,$0.00
7.50201E+12,,,CEFIXIMA ( BENEVENTOL ) CAPSULA 400 MG C/6,,,,,$135.63,0,$0.00
7.50201E+12,,,CEFIXIMA ( BENEVENTOL ) SUSP 100MG / 5ML C/50ML,,,,,$90.00,3,$270.00
7.50135E+12,,,CEFOTAXIMA ( AMSA ) SOL INY. 1 G C/1,,,,,$26.04,0,$0.00
7.50135E+12,,,CEFOTAXIMA ( AMSA ) SOL. INY. 1 G C/1,,,,,$30.35,1,$30.35
7.50135E+12,,,CEFTRIAXONA ( AMCEF ) INYECTABLE 1GR C/1,,,,,$15.49,144,"$2,230.56"
7.50135E+12,,,CEFTRIAXONA ( AMCEF ) SOL INYECTABLE 1GR C/1,,,,,$29.80,0,$0.00
7.80083E+11,,,CEFTRIAXONA ( COLLINS ) SOL. INYECTABLE 1GM C/1,,,,,$17.42,0,$0.00
7.80083E+11,,,CEFTRIAXONA ( TRAXICOL ) SOL INYECTABLE 1G C/1,,,,,$26.50,0,$0.00
7.50221E+12,,,CEFTRIAXONA ( TRIAXONA I.M. ) 500 MG INY,,,,,$29.89,0,$0.00
7.50221E+12,,,CEFTRIAXONA ( TRIXINA I.M ) SOL.INY 1 GR,,,,,$27.37,0,$0.00
7.50602E+12,,,CEFTRIAXONA ( ZENSIF ) SOL INY 1G C/1,,,,,$24.68,0,$0.00
7.50135E+12,,,CEFTRIAXONA (AMCEF) SOL INY 500 MG C/2,,,,,$18.94,0,$0.00
7.50135E+12,,,CEFTRIAXONA (AMSA) SOL INYECTABLE 1GR C/1,,,,,$24.21,0,$0.00
7.50135E+12,,,CEFTRIAXONA (AMSA) SOL. INYECTABLE 500 MG 2.0ML C/1,,,,,$19.44,0,$0.00
7.50221E+12,,,CEFTRIAXONA (BRULUART) SOL INYECTABLE 1 MG C/1,,,,,$23.48,0,$0.00
7.50222E+12,,,CELECOXIB  ( AVIVIA ) CAPSULAS 200MG C/20,,,,,$101.84,0,$0.00
7.50222E+12,,,CELECOXIB ( AVIVIA ) CAJA C/ 10 TABLETAS 200MG,,,,,$25.08,0,$0.00
7.85119E+11,,,CELECOXIB ( CICLOX ) CAPSULAS 200 MG C / 10,,,,,$42.62,0,$0.00
7.50222E+12,,,CELECOXIB ( ULTRA ) CAPSULAS 200MG C/20,,,,,$59.77,0,$0.00
7.50201E+12,,,CELECOXIB (DELECON) 200 MG CAPSULAS,,,,,$60.35,0,$0.00
7.50222E+12,,,CELECOXIB (ULTRA) TAB 200 MG CON 10 CAPSULAS,,,,,$26.44,0,$0.00
7.50223E+12,,,CETIRIZINA ( RAAMCINET ) TAB 10 MG C/10,,,,,$17.06,80,"$1,364.80"
7.50157E+12,,,CETIRIZINA ( RETIRIX ) SOLUCION 100MG/100ML C/50ML,,,,,$34.85,81,"$2,822.85"
7.50126E+12,,,CETIRIZINA ( VISERTRAL ) SOL INFANTIL 1MG C/ 50ML,,,,,$48.09,0,$0.00
7.50126E+12,,,CETIRIZINA ( VISERTRAL ) TABLETA 10MG C/10,,,,,$33.67,0,$0.00
7.50183E+12,,,CETIRIZINA (DEGORTZIN) SOL INF 1 MG/ML C/50ML,,,,,$47.54,0,$0.00
7.6222E+12,,,CHICLE ( BUBBALOO),,,,,$0.82,0,$0.00
18804002410,,,CHICLE CANEL'S,,,,,$0.78,0,$0.00
75022952,,,CHICLES CANEL´S,,,,,$0.78,0,$0.00
7.50109E+12,,,CHOCOLATE ( NUCITA BALONES ),,,,,$0.74,0,$0.00
7.50223E+12,,,CINARIZINA ( CYSLEV ) TAB 75 MG C/60,,,,,$25.29,0,$0.00
7.50149E+12,,,CINARIZINA 75 MG (60 TABS) MEVERTIKEN,,,,,$40.30,10,$403.00
7.50223E+12,,,CINITAPRIDA ( AMROL ) TAB 1 MG C/25,,,,,$17.01,0,$0.00
7.50135E+12,,,CINITAPRIDA 1 MG TAB (AMSA),,,,,$16.31,0,$0.00
7.50105E+12,,,CINTA ADHESIVA (MICROPOROSA) PTOTEC,,,,,$8.69,0,$0.00
7.50102E+12,,,CINTA ADHESIVA TRANSPARENTE ( NEXCARE ),,,,,$298.60,0,$0.00
9750050,,,CINTA AISLANTE DE VINIL (NEGRO),,,,,$9.20,0,$0.00
7.50033E+12,,,CINTA DEPORTIVA (KENISIOLOGICA),,,,,$190.00,0,$0.00
7.50033E+12,,,CINTA DEPORTIVA (KINESIOLOGICA),,,,,$190.00,0,$0.00
7.50105E+12,,,CINTA MICROPOR ( PROTEC ) 1.25CM X 10,,,,,$4.04,0,$0.00
70200534694,,,CINTA MICROPORE,,,,,$14.04,0,$0.00
7.50648E+12,,,CINTA MICROPOROSA ( CINTAPORE ),,,,,$8.12,0,$0.00
7.70214E+12,,,CINTA MICROPOROSA ( CURE BAND ) 1..25CMX4.5M PIEL,,,,,$21.09,0,$0.00
7.70214E+12,,,CINTA MICROPOROSA ( CURE BAND ) 2.5CMX4.5M PIEL,,,,,$42.04,0,$0.00
